measurement_id,component_id,lot_id_cmm,feature_name,nominal_value,upper_tolerance,lower_tolerance,measured_value,measurement_timestamp,cmm_machine_id,inspector_id,result,production_order_id,part_id,lot_id_erp,production_timestamp,quantity,machine_id,operator_id,shift,plant_code,status,pass_flag,z_score,anomaly_z,anomaly_iforest
M0000111,PART-039,LOT-00111,thickness,5,5.05,4.95,5.003,1/8/2024 9:13,CMM1,QC010,pass,PO000111,PART-039,LOT-00111,2024-01-06 12:13:00,427,M019,OP006,1,PLANT2,completed,True,-0.7255019630680953,False,False
M0000112,PART-043,LOT-00112,width,10,10.1,9.9,10.009,1/18/2024 23:45,CMM3,QC016,pass,PO000112,PART-043,LOT-00112,2024-01-17 20:45:00,55,M017,OP083,2,PLANT2,completed,True,-0.5712650947581169,False,False
M0000113,PART-027,LOT-00113,parallelism,0,0.1,0.0,-0.002,1/24/2024 9:25,CMM3,QC006,fail,PO000113,PART-027,LOT-00113,2024-01-23 07:25:00,74,M014,OP047,1,PLANT3,in_progress,False,-0.8797080209768932,False,False
M0000114,PART-030,LOT-00114,length,20,20.2,19.8,19.872,1/9/2024 12:06,CMM2,QC020,pass,PO000114,PART-030,LOT-00114,2024-01-07 23:06:00,242,M006,OP094,3,PLANT3,delayed,True,-0.26738210791406636,False,False
M0000115,PART-018,LOT-00115,bore_diameter,50,50.4,49.6,49.996,1/30/2024 20:44,CMM1,QC010,pass,PO000115,PART-018,LOT-00115,2024-01-29 00:44:00,433,M018,OP100,3,PLANT2,completed,True,0.6607504172496951,False,False
M0000116,PART-047,LOT-00116,outer_diameter,100,100.5,99.5,100.01,1/28/2024 22:08,CMM3,QC015,pass,PO000116,PART-047,LOT-00116,2024-01-27 23:08:00,157,M011,OP032,3,PLANT1,completed,True,2.2017018218951727,False,False
M0000117,PART-029,LOT-00117,parallelism,0,0.1,0.0,0.082,1/12/2024 5:21,CMM3,QC002,pass,PO000117,PART-029,LOT-00117,2024-01-12 02:21:00,404,M015,OP073,3,PLANT3,completed,True,-0.8771199472777245,False,False
M0000118,PART-022,LOT-00118,outer_diameter,100,100.5,99.5,99.968,1/3/2024 4:20,CMM3,QC009,pass,PO000118,PART-022,LOT-00118,2024-01-02 07:20:00,273,M011,OP024,1,PLANT2,completed,True,2.2004077850455883,False,False
M0000119,PART-017,LOT-00119,parallelism,0,0.1,0.0,0.01,1/17/2024 1:44,CMM2,QC020,pass,PO000119,PART-017,LOT-00119,2024-01-16 11:44:00,163,M020,OP090,1,PLANT2,completed,True,-0.8793382961627262,False,False
M0000120,PART-034,LOT-00120,thickness,5,5.05,4.95,4.999,1/9/2024 20:41,CMM3,QC009,pass,PO000120,PART-034,LOT-00120,2024-01-09 16:41:00,63,M008,OP093,2,PLANT2,completed,True,-0.7256252046728177,False,False
M0000121,PART-049,LOT-00121,parallelism,0,0.1,0.0,-0.039,1/12/2024 20:29,CMM2,QC015,fail,PO000121,PART-049,LOT-00121,2024-01-11 22:29:00,373,M016,OP083,3,PLANT3,completed,False,-0.8808480058205747,False,False
M0000122,PART-002,LOT-00122,angle,45,46.0,44.0,45.381,1/5/2024 11:38,CMM1,QC011,pass,PO000122,PART-002,LOT-00122,2024-01-05 05:38:00,170,M008,OP052,3,PLANT3,completed,True,0.518560415801323,False,False
M0000123,PART-043,LOT-00123,thickness,5,5.05,4.95,5.013,1/29/2024 9:12,CMM3,QC016,pass,PO000123,PART-043,LOT-00123,2024-01-27 11:12:00,208,M016,OP071,1,PLANT3,completed,True,-0.7251938590562896,False,False
M0000124,PART-048,LOT-00124,thickness,5,5.05,4.95,5.013,1/27/2024 11:10,CMM2,QC012,pass,PO000124,PART-048,LOT-00124,2024-01-26 01:10:00,189,M012,OP090,3,PLANT2,completed,True,-0.7251938590562896,False,False
M0000125,PART-017,LOT-00125,parallelism,0,0.1,0.0,-0.03,1/13/2024 5:48,CMM2,QC005,fail,PO000125,PART-017,LOT-00125,2024-01-11 11:48:00,81,M007,OP041,1,PLANT1,completed,False,-0.8805707122099494,False,False
M0000126,PART-049,LOT-00126,width,10,10.1,9.9,10.047,1/10/2024 20:13,CMM2,QC012,pass,PO000126,PART-049,LOT-00126,2024-01-09 10:13:00,118,M007,OP095,1,PLANT2,completed,True,-0.5700942995132549,False,False
M0000127,PART-038,LOT-00127,angle,45,46.0,44.0,44.533,1/26/2024 16:02,CMM3,QC019,pass,PO000127,PART-038,LOT-00127,2024-01-24 21:02:00,325,M010,OP013,2,PLANT1,completed,True,0.49243319560019205,False,False
M0000128,PART-024,LOT-00128,angle,45,46.0,44.0,45.196,1/10/2024 17:59,CMM2,QC016,pass,PO000128,PART-024,LOT-00128,2024-01-09 03:59:00,174,M001,OP091,3,PLANT3,completed,True,0.5128604915829158,False,False
M0000129,PART-003,LOT-00129,angle,45,46.0,44.0,45.73,1/3/2024 17:33,CMM3,QC014,pass,PO000129,PART-003,LOT-00129,2024-01-03 11:33:00,303,M010,OP090,1,PLANT1,completed,True,0.5293132458133449,False,False
M0000130,PART-049,LOT-00130,flatness,0,0.1,0.0,-0.046,1/24/2024 0:10,CMM3,QC004,fail,PO000130,PART-049,LOT-00130,2024-01-23 08:10:00,72,M001,OP074,1,PLANT2,completed,False,-0.8810636786288386,False,False
M0000131,PART-029,LOT-00131,width,10,10.1,9.9,9.967,1/17/2024 3:08,CMM1,QC010,pass,PO000131,PART-029,LOT-00131,2024-01-16 12:08:00,114,M002,OP033,1,PLANT2,completed,True,-0.5725591316077012,False,False
M0000132,PART-005,LOT-00132,parallelism,0,0.1,0.0,0.114,1/20/2024 6:40,CMM3,QC015,fail,PO000132,PART-005,LOT-00132,2024-01-19 05:40:00,271,M003,OP074,3,PLANT3,completed,False,-0.876134014439946,False,False
M0000133,PART-010,LOT-00133,outer_diameter,100,100.5,99.5,99.906,1/9/2024 1:57,CMM3,QC019,pass,PO000133,PART-010,LOT-00133,2024-01-07 18:57:00,435,M019,OP039,2,PLANT1,delayed,True,2.1984975401723923,False,False
M0000134,PART-008,LOT-00134,parallelism,0,0.1,0.0,0.003,1/28/2024 5:33,CMM1,QC010,pass,PO000134,PART-008,LOT-00134,2024-01-26 09:33:00,411,M014,OP078,1,PLANT3,completed,True,-0.8795539689709903,False,False
M0000135,PART-015,LOT-00135,outer_diameter,100,100.5,99.5,99.916,1/26/2024 15:47,CMM2,QC019,pass,PO000135,PART-015,LOT-00135,2024-01-24 18:47:00,214,M015,OP057,2,PLANT2,in_progress,True,2.1988056441841977,False,False
M0000136,PART-028,LOT-00136,angle,45,46.0,44.0,44.483,1/16/2024 6:33,CMM3,QC007,pass,PO000136,PART-028,LOT-00136,2024-01-14 21:33:00,311,M020,OP008,2,PLANT3,delayed,True,0.49089267554116295,False,False
M0000137,PART-007,LOT-00137,parallelism,0,0.1,0.0,0.002,1/11/2024 9:57,CMM3,QC013,pass,PO000137,PART-007,LOT-00137,2024-01-10 10:57:00,340,M007,OP034,1,PLANT3,completed,True,-0.8795847793721708,False,False
M0000138,PART-016,LOT-00138,bore_diameter,50,50.4,49.6,49.858,1/8/2024 22:51,CMM1,QC020,pass,PO000138,PART-016,LOT-00138,2024-01-08 21:51:00,302,M003,OP021,2,PLANT1,completed,True,0.656498581886775,False,False
M0000139,PART-045,LOT-00139,flatness,0,0.1,0.0,0.016,1/28/2024 4:36,CMM2,QC012,pass,PO000139,PART-045,LOT-00139,2024-01-28 00:36:00,260,M010,OP005,3,PLANT1,completed,True,-0.8791534337556428,False,False
M0000140,PART-019,LOT-00140,bore_diameter,50,50.4,49.6,49.877,1/21/2024 17:55,CMM1,QC015,pass,PO000140,PART-019,LOT-00140,2024-01-21 15:55:00,56,M008,OP034,2,PLANT3,completed,True,0.6570839795092062,False,False
M0000141,PART-013,LOT-00141,bore_diameter,50,50.4,49.6,50.207,1/21/2024 13:21,CMM3,QC009,pass,PO000141,PART-013,LOT-00141,2024-01-20 08:21:00,78,M018,OP029,1,PLANT3,completed,True,0.6672514118987972,False,False
M0000142,PART-018,LOT-00142,bore_diameter,50,50.4,49.6,49.896,1/8/2024 14:21,CMM3,QC020,pass,PO000142,PART-018,LOT-00142,2024-01-07 11:21:00,56,M002,OP022,1,PLANT2,completed,True,0.6576693771316371,False,False
M0000143,PART-037,LOT-00143,length,20,20.2,19.8,19.979,1/14/2024 23:14,CMM2,QC004,pass,PO000143,PART-037,LOT-00143,2024-01-14 03:14:00,244,M004,OP060,3,PLANT3,completed,True,-0.26408539498774447,False,False
M0000144,PART-026,LOT-00144,flatness,0,0.1,0.0,0.027,1/13/2024 18:21,CMM1,QC012,pass,PO000144,PART-026,LOT-00144,2024-01-13 09:21:00,276,M018,OP064,1,PLANT2,completed,True,-0.8788145193426563,False,False
M0000145,PART-003,LOT-00145,width,10,10.1,9.9,9.959,1/22/2024 4:53,CMM2,QC015,pass,PO000145,PART-003,LOT-00145,2024-01-20 15:53:00,396,M011,OP078,2,PLANT2,completed,True,-0.5728056148171459,False,False
M0000146,PART-015,LOT-00146,flatness,0,0.1,0.0,0.008,1/28/2024 2:16,CMM1,QC014,pass,PO000146,PART-015,LOT-00146,2024-01-27 04:16:00,320,M001,OP098,3,PLANT3,in_progress,True,-0.8793999169650873,False,False
M0000147,PART-037,LOT-00147,parallelism,0,0.1,0.0,0.044,1/3/2024 18:56,CMM3,QC012,pass,PO000147,PART-037,LOT-00147,2024-01-02 19:56:00,410,M006,OP061,2,PLANT3,completed,True,-0.8782907425225865,False,False
M0000148,PART-018,LOT-00148,flatness,0,0.1,0.0,0.115,1/10/2024 16:14,CMM3,QC007,fail,PO000148,PART-018,LOT-00148,2024-01-09 06:14:00,319,M014,OP082,1,PLANT2,delayed,False,-0.8761032040387654,False,False
M0000149,PART-031,LOT-00149,thickness,5,5.05,4.95,4.973,1/17/2024 9:03,CMM1,QC012,pass,PO000149,PART-031,LOT-00149,2024-01-16 20:03:00,229,M011,OP042,2,PLANT3,completed,True,-0.7264262751035128,False,False
M0000150,PART-011,LOT-00150,outer_diameter,100,100.5,99.5,100.031,1/17/2024 15:14,CMM1,QC003,pass,PO000150,PART-011,LOT-00150,2024-01-16 00:14:00,230,M016,OP037,3,PLANT3,delayed,True,2.202348840319965,False,False
M0000151,PART-049,LOT-00151,thickness,5,5.05,4.95,5.004,1/27/2024 14:51,CMM2,QC010,pass,PO000151,PART-049,LOT-00151,2024-01-26 00:51:00,38,M015,OP012,3,PLANT2,completed,True,-0.7254711526669148,False,False
M0000152,PART-008,LOT-00152,length,20,20.2,19.8,20.052,1/20/2024 4:28,CMM3,QC008,pass,PO000152,PART-008,LOT-00152,2024-01-19 09:28:00,462,M017,OP001,1,PLANT3,in_progress,True,-0.26183623570156217,False,False
M0000153,PART-030,LOT-00153,flatness,0,0.1,0.0,-0.041,1/21/2024 14:22,CMM1,QC011,fail,PO000153,PART-030,LOT-00153,2024-01-19 19:22:00,47,M007,OP067,2,PLANT2,completed,False,-0.8809096266229357,False,False
M0000154,PART-032,LOT-00154,parallelism,0,0.1,0.0,-0.044,1/31/2024 9:06,CMM3,QC014,fail,PO000154,PART-032,LOT-00154,2024-01-29 11:06:00,246,M002,OP027,1,PLANT2,completed,False,-0.8810020578264774,False,False
M0000155,PART-019,LOT-00155,parallelism,0,0.1,0.0,0.017,1/21/2024 2:32,CMM3,QC009,pass,PO000155,PART-019,LOT-00155,2024-01-20 22:32:00,470,M016,OP016,3,PLANT1,delayed,True,-0.8791226233544621,False,False
M0000156,PART-039,LOT-00156,bore_diameter,50,50.4,49.6,50.04,1/13/2024 15:22,CMM1,QC002,pass,PO000156,PART-039,LOT-00156,2024-01-11 21:22:00,383,M006,OP040,2,PLANT3,completed,True,0.6621060749016404,False,False
M0000157,PART-027,LOT-00157,parallelism,0,0.1,0.0,0.008,1/5/2024 19:48,CMM2,QC014,pass,PO000157,PART-027,LOT-00157,2024-01-05 05:48:00,135,M004,OP060,3,PLANT1,completed,True,-0.8793999169650873,False,False
M0000158,PART-010,LOT-00158,angle,45,46.0,44.0,45.115,1/24/2024 1:21,CMM2,QC001,pass,PO000158,PART-010,LOT-00158,2024-01-23 16:21:00,497,M010,OP066,2,PLANT3,completed,True,0.5103648490872891,False,False
M0000159,PART-031,LOT-00159,length,20,20.2,19.8,19.955,1/23/2024 8:47,CMM1,QC014,pass,PO000159,PART-031,LOT-00159,2024-01-22 11:47:00,144,M015,OP071,1,PLANT1,completed,True,-0.26482484461607836,False,False
M0000160,PART-039,LOT-00160,width,10,10.1,9.9,10.008,1/25/2024 9:08,CMM3,QC009,pass,PO000160,PART-039,LOT-00160,2024-01-24 03:08:00,402,M005,OP009,3,PLANT2,completed,True,-0.5712959051592975,False,False
M0000161,PART-027,LOT-00161,outer_diameter,100,100.5,99.5,100.049,1/17/2024 19:14,CMM3,QC013,pass,PO000161,PART-027,LOT-00161,2024-01-16 11:14:00,498,M017,OP035,1,PLANT1,completed,True,2.2029034275412154,False,False
M0000162,PART-020,LOT-00162,flatness,0,0.1,0.0,-0.024,1/27/2024 23:05,CMM1,QC005,fail,PO000162,PART-020,LOT-00162,2024-01-27 17:05:00,316,M016,OP020,2,PLANT2,completed,False,-0.8803858498028659,False,False
M0000163,PART-023,LOT-00163,length,20,20.2,19.8,20.124,1/16/2024 13:06,CMM1,QC009,pass,PO000163,PART-023,LOT-00163,2024-01-16 03:06:00,302,M018,OP049,3,PLANT2,delayed,True,-0.2596178868165605,False,False
M0000164,PART-013,LOT-00164,length,20,20.2,19.8,20.032,1/12/2024 6:50,CMM2,QC003,pass,PO000164,PART-013,LOT-00164,2024-01-11 20:50:00,312,M013,OP030,2,PLANT2,completed,True,-0.26245244372517373,False,False
M0000165,PART-048,LOT-00165,outer_diameter,100,100.5,99.5,99.801,1/24/2024 5:36,CMM3,QC019,pass,PO000165,PART-048,LOT-00165,2024-01-22 12:36:00,381,M013,OP050,1,PLANT3,completed,True,2.1952624480484313,False,False
M0000166,PART-042,LOT-00166,length,20,20.2,19.8,20.044,1/9/2024 13:08,CMM2,QC013,pass,PO000166,PART-042,LOT-00166,2024-01-07 22:08:00,273,M002,OP017,3,PLANT3,delayed,True,-0.26208271891100676,False,False
M0000167,PART-022,LOT-00167,angle,45,46.0,44.0,44.675,1/6/2024 5:37,CMM3,QC009,pass,PO000167,PART-022,LOT-00167,2024-01-05 13:37:00,467,M015,OP013,1,PLANT3,delayed,True,0.4968082725678341,False,False
M0000168,PART-001,LOT-00168,flatness,0,0.1,0.0,0.026,1/9/2024 9:27,CMM1,QC006,pass,PO000168,PART-001,LOT-00168,2024-01-07 13:27:00,229,M005,OP010,1,PLANT2,completed,True,-0.8788453297438369,False,False
M0000169,PART-017,LOT-00169,angle,45,46.0,44.0,45.386,1/17/2024 5:47,CMM2,QC010,pass,PO000169,PART-017,LOT-00169,2024-01-16 09:47:00,339,M013,OP084,1,PLANT1,in_progress,True,0.518714467807226,False,False
M0000170,PART-044,LOT-00170,outer_diameter,100,100.5,99.5,99.863,1/25/2024 12:51,CMM3,QC018,pass,PO000170,PART-044,LOT-00170,2024-01-25 06:51:00,214,M011,OP081,1,PLANT3,in_progress,True,2.1971726929216273,False,False
M0000171,PART-032,LOT-00171,angle,45,46.0,44.0,45.321,1/26/2024 14:56,CMM2,QC007,pass,PO000171,PART-032,LOT-00171,2024-01-25 14:56:00,38,M020,OP009,2,PLANT1,completed,True,0.5167117917304882,False,False
M0000172,PART-019,LOT-00172,bore_diameter,50,50.4,49.6,50.055,1/11/2024 17:28,CMM1,QC007,pass,PO000172,PART-019,LOT-00172,2024-01-11 08:28:00,402,M003,OP056,1,PLANT1,completed,True,0.6625682309193491,False,False
M0000173,PART-046,LOT-00173,outer_diameter,100,100.5,99.5,100.137,1/6/2024 2:46,CMM2,QC014,pass,PO000173,PART-046,LOT-00173,2024-01-05 13:46:00,247,M006,OP089,1,PLANT2,delayed,True,2.205614742845106,False,False
M0000174,PART-003,LOT-00174,thickness,5,5.05,4.95,5.032,1/17/2024 4:18,CMM2,QC016,pass,PO000174,PART-003,LOT-00174,2024-01-15 18:18:00,427,M002,OP038,2,PLANT2,completed,True,-0.7246084614338585,False,False
M0000175,PART-010,LOT-00175,outer_diameter,100,100.5,99.5,99.959,1/13/2024 20:43,CMM1,QC006,pass,PO000175,PART-010,LOT-00175,2024-01-12 02:43:00,291,M014,OP073,3,PLANT3,completed,True,2.200130491434963,False,False
M0000176,PART-011,LOT-00176,bore_diameter,50,50.4,49.6,49.9,1/9/2024 15:13,CMM3,QC017,pass,PO000176,PART-011,LOT-00176,2024-01-08 23:13:00,60,M020,OP049,3,PLANT3,completed,True,0.6577926187363594,False,False
M0000177,PART-032,LOT-00177,width,10,10.1,9.9,9.97,1/28/2024 8:57,CMM2,QC002,pass,PO000177,PART-032,LOT-00177,2024-01-27 12:57:00,93,M008,OP060,1,PLANT3,completed,True,-0.5724667004041595,False,False
M0000178,PART-017,LOT-00178,outer_diameter,100,100.5,99.5,99.864,1/2/2024 14:15,CMM1,QC018,pass,PO000178,PART-017,LOT-00178,2024-01-01 10:15:00,480,M015,OP037,1,PLANT3,completed,True,2.197203503322808,False,False
M0000179,PART-005,LOT-00179,width,10,10.1,9.9,9.997,1/21/2024 2:29,CMM1,QC001,pass,PO000179,PART-005,LOT-00179,2024-01-21 02:29:00,196,M019,OP039,3,PLANT3,delayed,True,-0.5716348195722839,False,False
M0000180,PART-045,LOT-00180,parallelism,0,0.1,0.0,0.011,1/13/2024 10:10,CMM2,QC015,pass,PO000180,PART-045,LOT-00180,2024-01-12 09:10:00,253,M010,OP026,1,PLANT2,in_progress,True,-0.8793074857615456,False,False
M0000181,PART-007,LOT-00181,parallelism,0,0.1,0.0,-0.05,1/13/2024 13:05,CMM3,QC016,fail,PO000181,PART-007,LOT-00181,2024-01-11 19:05:00,215,M019,OP046,2,PLANT3,completed,False,-0.8811869202335609,False,False
M0000182,PART-045,LOT-00182,flatness,0,0.1,0.0,0.009,1/15/2024 20:28,CMM1,QC015,pass,PO000182,PART-045,LOT-00182,2024-01-14 10:28:00,31,M013,OP036,1,PLANT1,completed,True,-0.8793691065639068,False,False
M0000183,PART-044,LOT-00183,flatness,0,0.1,0.0,0.028,1/4/2024 19:34,CMM2,QC001,pass,PO000183,PART-044,LOT-00183,2024-01-03 05:34:00,486,M020,OP096,3,PLANT2,in_progress,True,-0.8787837089414758,False,False
M0000184,PART-019,LOT-00184,parallelism,0,0.1,0.0,0.0,1/12/2024 17:21,CMM3,QC003,pass,PO000184,PART-019,LOT-00184,2024-01-11 11:21:00,330,M012,OP029,1,PLANT3,completed,True,-0.879646400174532,False,False
M0000185,PART-017,LOT-00185,flatness,0,0.1,0.0,0.048,1/31/2024 6:00,CMM2,QC005,pass,PO000185,PART-017,LOT-00185,2024-01-31 00:00:00,368,M005,OP081,3,PLANT1,delayed,True,-0.8781675009178642,False,False
M0000186,PART-042,LOT-00186,bore_diameter,50,50.4,49.6,49.965,1/4/2024 4:03,CMM3,QC013,pass,PO000186,PART-042,LOT-00186,2024-01-02 19:03:00,178,M015,OP005,2,PLANT3,completed,True,0.6597952948130972,False,False
M0000187,PART-009,LOT-00187,bore_diameter,50,50.4,49.6,50.363,1/5/2024 8:26,CMM3,QC013,pass,PO000187,PART-009,LOT-00187,2024-01-05 02:26:00,485,M010,OP042,3,PLANT3,completed,True,0.6720578344829675,False,False
M0000188,PART-013,LOT-00188,width,10,10.1,9.9,9.863,1/8/2024 0:21,CMM2,QC011,fail,PO000188,PART-013,LOT-00188,2024-01-07 00:21:00,422,M018,OP047,3,PLANT3,completed,False,-0.5757634133304814,False,False
M0000189,PART-018,LOT-00189,flatness,0,0.1,0.0,0.021,1/9/2024 14:43,CMM2,QC010,pass,PO000189,PART-018,LOT-00189,2024-01-08 11:43:00,151,M016,OP038,1,PLANT3,in_progress,True,-0.8789993817497398,False,False
M0000190,PART-008,LOT-00190,outer_diameter,100,100.5,99.5,99.857,1/22/2024 12:32,CMM2,QC002,pass,PO000190,PART-008,LOT-00190,2024-01-22 07:32:00,58,M005,OP097,1,PLANT1,in_progress,True,2.196987830514544,False,False
M0000191,PART-047,LOT-00191,angle,45,46.0,44.0,44.643,1/20/2024 21:04,CMM1,QC020,pass,PO000191,PART-047,LOT-00191,2024-01-19 02:04:00,453,M018,OP047,3,PLANT1,completed,True,0.4958223397300557,False,False
M0000192,PART-001,LOT-00192,bore_diameter,50,50.4,49.6,50.064,1/13/2024 16:51,CMM3,QC002,pass,PO000192,PART-001,LOT-00192,2024-01-13 00:51:00,294,M004,OP059,3,PLANT2,completed,True,0.6628455245299744,False,False
M0000193,PART-044,LOT-00193,parallelism,0,0.1,0.0,-0.007,1/13/2024 12:21,CMM2,QC005,fail,PO000193,PART-044,LOT-00193,2024-01-12 22:21:00,319,M013,OP082,3,PLANT2,completed,False,-0.8798620729827961,False,False
M0000194,PART-015,LOT-00194,angle,45,46.0,44.0,45.238,1/22/2024 17:58,CMM3,QC020,pass,PO000194,PART-015,LOT-00194,2024-01-22 10:58:00,32,M020,OP072,1,PLANT2,delayed,True,0.5141545284325002,False,False
M0000195,PART-015,LOT-00195,parallelism,0,0.1,0.0,0.016,1/30/2024 18:24,CMM3,QC003,pass,PO000195,PART-015,LOT-00195,2024-01-30 11:24:00,52,M015,OP090,1,PLANT2,completed,True,-0.8791534337556428,False,False
M0000196,PART-008,LOT-00196,angle,45,46.0,44.0,44.976,1/7/2024 14:40,CMM1,QC013,pass,PO000196,PART-008,LOT-00196,2024-01-07 08:40:00,43,M002,OP039,1,PLANT2,completed,True,0.5060822033231884,False,False
M0000197,PART-016,LOT-00197,length,20,20.2,19.8,19.944,1/26/2024 16:08,CMM1,QC015,pass,PO000197,PART-016,LOT-00197,2024-01-25 11:08:00,89,M013,OP059,1,PLANT2,completed,True,-0.2651637590290647,False,False
M0000198,PART-048,LOT-00198,thickness,5,5.05,4.95,4.975,1/26/2024 11:02,CMM1,QC003,pass,PO000198,PART-048,LOT-00198,2024-01-25 14:02:00,234,M019,OP096,2,PLANT3,completed,True,-0.7263646543011515,False,False
M0000199,PART-027,LOT-00199,width,10,10.1,9.9,9.985,1/31/2024 20:20,CMM3,QC005,pass,PO000199,PART-027,LOT-00199,2024-01-30 19:20:00,70,M016,OP079,2,PLANT2,delayed,True,-0.5720045443864509,False,False
M0000200,PART-018,LOT-00200,angle,45,46.0,44.0,45.285,1/3/2024 12:44,CMM1,QC005,pass,PO000200,PART-018,LOT-00200,2024-01-02 11:44:00,373,M012,OP028,1,PLANT2,completed,True,0.5156026172879873,False,False
M0000201,PART-016,LOT-00201,length,20,20.2,19.8,20.014,1/19/2024 0:08,CMM3,QC001,pass,PO000201,PART-016,LOT-00201,2024-01-17 12:08:00,70,M012,OP070,1,PLANT3,completed,True,-0.2630070309464242,False,False
M0000202,PART-026,LOT-00202,parallelism,0,0.1,0.0,-0.042,1/14/2024 6:20,CMM3,QC001,fail,PO000202,PART-026,LOT-00202,2024-01-13 13:20:00,117,M004,OP059,1,PLANT1,completed,False,-0.8809404370241164,False,False
M0000203,PART-042,LOT-00203,length,20,20.2,19.8,20.012,1/31/2024 16:29,CMM1,QC007,pass,PO000203,PART-042,LOT-00203,2024-01-30 02:29:00,325,M001,OP007,3,PLANT2,completed,True,-0.2630686517487853,False,False
M0000204,PART-009,LOT-00204,angle,45,46.0,44.0,45.128,1/28/2024 16:40,CMM3,QC010,pass,PO000204,PART-009,LOT-00204,2024-01-26 16:40:00,125,M003,OP098,2,PLANT3,completed,True,0.5107653843026365,False,False
M0000205,PART-014,LOT-00205,width,10,10.1,9.9,9.971,1/13/2024 5:29,CMM3,QC003,pass,PO000205,PART-014,LOT-00205,2024-01-11 14:29:00,188,M005,OP077,2,PLANT1,completed,True,-0.5724358900029789,False,False
M0000206,PART-010,LOT-00206,bore_diameter,50,50.4,49.6,50.02,1/8/2024 1:59,CMM1,QC011,pass,PO000206,PART-010,LOT-00206,2024-01-06 21:59:00,296,M009,OP023,2,PLANT1,completed,True,0.661489866878029,False,False
M0000207,PART-002,LOT-00207,outer_diameter,100,100.5,99.5,100.01,1/7/2024 20:57,CMM2,QC013,pass,PO000207,PART-002,LOT-00207,2024-01-06 23:57:00,27,M012,OP031,3,PLANT3,completed,True,2.2017018218951727,False,False
M0000208,PART-012,LOT-00208,width,10,10.1,9.9,9.962,1/14/2024 22:51,CMM2,QC004,pass,PO000208,PART-012,LOT-00208,2024-01-13 01:51:00,46,M005,OP095,3,PLANT2,completed,True,-0.5727131836136041,False,False
M0000209,PART-048,LOT-00209,bore_diameter,50,50.4,49.6,50.048,1/5/2024 20:25,CMM1,QC010,pass,PO000209,PART-048,LOT-00209,2024-01-03 21:25:00,263,M015,OP100,2,PLANT2,completed,True,0.6623525581110852,False,False
M0000210,PART-007,LOT-00210,bore_diameter,50,50.4,49.6,50.075,1/23/2024 13:42,CMM1,QC005,pass,PO000210,PART-007,LOT-00210,2024-01-21 13:42:00,277,M008,OP079,1,PLANT1,completed,True,0.6631844389429609,False,False
M0000211,PART-043,LOT-00211,width,10,10.1,9.9,10.036,1/26/2024 5:33,CMM2,QC012,pass,PO000211,PART-043,LOT-00211,2024-01-24 17:33:00,174,M015,OP083,2,PLANT1,completed,True,-0.5704332139262412,False,False
M0000212,PART-031,LOT-00212,parallelism,0,0.1,0.0,0.035,1/19/2024 6:40,CMM1,QC011,pass,PO000212,PART-031,LOT-00212,2024-01-19 06:40:00,238,M004,OP063,1,PLANT3,delayed,True,-0.8785680361332117,False,False
M0000213,PART-005,LOT-00213,parallelism,0,0.1,0.0,-0.046,1/5/2024 23:14,CMM1,QC016,fail,PO000213,PART-005,LOT-00213,2024-01-04 16:14:00,184,M020,OP019,2,PLANT1,completed,False,-0.8810636786288386,False,False
M0000214,PART-040,LOT-00214,bore_diameter,50,50.4,49.6,49.875,1/30/2024 17:29,CMM2,QC017,pass,PO000214,PART-040,LOT-00214,2024-01-29 19:29:00,319,M018,OP092,2,PLANT2,completed,True,0.6570223587068449,False,False
M0000215,PART-039,LOT-00215,parallelism,0,0.1,0.0,0.017,1/26/2024 15:30,CMM2,QC003,pass,PO000215,PART-039,LOT-00215,2024-01-25 03:30:00,170,M015,OP065,3,PLANT3,completed,True,-0.8791226233544621,False,False
M0000216,PART-045,LOT-00216,length,20,20.2,19.8,20.034,1/8/2024 0:58,CMM2,QC001,pass,PO000216,PART-045,LOT-00216,2024-01-06 04:58:00,456,M018,OP093,3,PLANT1,completed,True,-0.2623908229228126,False,False
M0000217,PART-015,LOT-00217,angle,45,46.0,44.0,45.172,1/20/2024 20:59,CMM2,QC018,pass,PO000217,PART-015,LOT-00217,2024-01-19 19:59:00,193,M015,OP052,2,PLANT2,completed,True,0.5121210419545819,False,False
